Date,Open,High,Low,Close,Volume
18-May-16,36.83,38.94,36.51,38.46,7409775
17-May-16,35.52,37.40,35.20,36.75,6739652
16-May-16,35.43,35.85,34.99,35.57,6619265
13-May-16,35.42,36.29,34.99,35.44,8809510
12-May-16,37.01,37.32,35.69,36.36,7564356
11-May-16,38.34,38.68,36.60,36.74,7642444
10-May-16,36.96,38.58,36.21,38.37,10760785
9-May-16,37.45,37.84,36.60,36.96,4493550
6-May-16,37.64,38.12,36.67,37.27,8370943
5-May-16,39.91,39.94,37.74,38.13,7279162
4-May-16,39.31,39.88,38.42,39.60,10120368
3-May-16,40.54,40.54,39.07,39.36,8986238
2-May-16,40.61,41.49,40.13,40.85,8361056
29-Apr-16,42.56,44.00,39.00,40.86,19345945
28-Apr-16,46.42,47.58,45.76,46.06,7206351
27-Apr-16,44.51,46.27,43.95,46.08,6200260
26-Apr-16,43.77,44.76,43.60,44.54,4069864
25-Apr-16,43.65,44.14,42.85,43.34,3914921
22-Apr-16,43.36,44.84,43.21,43.66,4434031
21-Apr-16,44.07,44.07,42.70,43.35,4493244
20-Apr-16,41.51,43.93,41.33,43.28,6499191
19-Apr-16,41.37,42.27,41.04,41.32,5378940
18-Apr-16,40.50,41.32,40.10,41.03,4455066
15-Apr-16,41.65,41.70,39.83,40.49,8106780
14-Apr-16,42.35,42.35,40.71,41.82,14665665
13-Apr-16,43.84,45.04,43.84,44.80,4679909
12-Apr-16,44.94,44.94,43.03,43.97,4190732
11-Apr-16,43.80,45.49,43.52,44.23,5016282
8-Apr-16,43.40,44.32,42.78,43.10,4687102
7-Apr-16,44.13,44.45,42.42,43.25,7548350
6-Apr-16,44.03,44.78,42.41,44.72,6529442
5-Apr-16,45.75,45.90,43.82,44.13,6059531
4-Apr-16,46.41,47.00,45.97,46.27,3540940
1-Apr-16,46.88,47.00,45.80,46.60,4007902
31-Mar-16,46.11,47.40,45.59,47.24,5199450
30-Mar-16,48.22,48.34,44.90,46.14,9772359
29-Mar-16,48.00,48.58,46.78,48.32,4850616
28-Mar-16,47.61,48.64,47.42,48.08,4257058
24-Mar-16,48.63,48.70,46.71,48.12,5930071
23-Mar-16,51.20,51.35,48.62,48.72,6571525
22-Mar-16,48.53,51.68,48.51,51.34,6939749
21-Mar-16,49.15,49.69,48.50,49.29,4093267
18-Mar-16,46.29,49.09,46.00,49.02,11772657
17-Mar-16,45.82,46.99,45.70,46.00,4225945
